"","company.source.no","filename","st.addr","city.addr","zip.addr","facility.name","cas_code","cas_name","unit_a","unit_b","unit_c","total_data_a","total_data_b","total_data_c"
"654","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 85-01-8"," phenanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.7e-05,0.000218501,0.000292162
"655","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 86-73-7"," fluorene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.8e-06,3.59884e-05,4.81208e-05
"656","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 91-20-3"," naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00061,0.00784033,0.01048346
"657","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 91-57-6"," 2-methyl naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-05,0.000308472,0.000412464
"658","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 100-41-4"," ethyl benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.544e-07,1.548024e-06,1.420824e-06
"659","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 100-42-5"," styrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.38e-05,4.046e-06,4.046e-06
"660","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 106-93-4"," ethylene dibromide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.26e-05,7.242e-06,7.242e-06
"661","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 106-99-0"," 1,3-butadiene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00132686,0.00023574,0.00023488
"662","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 107-02-8"," acrolein"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0052728,0.0010478,0.001035
"663","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0011740068,0.000885724012,0.00082772408
"664","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 108-90-7"," chlorobenzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.58e-05,4.386e-06,4.386e-06
"665","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,2.124e-06,2.16e-06
"666","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 120-12-7"," anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8848e-09,2.9697632e-08,2.725768e-08
"667","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 129-00-0"," pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.51e-09,1.4509e-09,1.451e-09
"668","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.000128,0.001536,0.001408
"669","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 18540-29-9"," chromium vi"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.96e-07,8.432e-08,8.432e-08
"670","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.5224e-09,7.69816e-10,7.6984e-10
"671","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.2836e-09,7.29724e-10,7.2976e-10
"672","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.9236e-09,3.6025324e-08,3.306536e-08
"673","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 206-44-0"," fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.9366e-08,1.1780914e-07,1.081292e-07
"674","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.9636e-09,5.05324e-10,5.0536e-10
"675","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.0156e-09,6.160144e-09,5.65418e-09
"676","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 218-01-9"," chrysene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9.5236e-09,5.7931324e-08,5.317136e-08
"677","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 25321-22-6"," dichlorobenzenes (mixed isomers) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-09,1.416e-09,1.44e-09
"678","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.04242015,0.0240100885,0.02259009
"679","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 50-32-8"," benzo[a]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-12,1.416e-12,1.44e-12
"680","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.6824e-09,4.0649216e-08,3.730924e-08
"681","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 542-75-6"," 1,3-dichloropropene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.54e-05,4.318e-06,4.318e-06
"682","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 56-23-5"," carbon tetrachloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.54e-05,6.018e-06,6.018e-06
"683","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 56-49-5"," 3-methylcholanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-12,2.124e-12,2.16e-12
"684","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.60436e-08,9.7605524e-08,8.958556e-08
"685","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 57-97-6"," 7,12-dimethylbenz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.2e-11,1.888e-11,1.92e-11
"686","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 67-56-1"," methanol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00612,0.0010404,0.0010404
"687","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 67-66-3"," chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.74e-05,4.658e-06,4.658e-06
"688","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0031840042,0.000825202478,0.00080120252
"689","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 71-55-6"," methyl chloroform"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.72e-07,8.024e-08,8.024e-08
"690","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 74-87-3"," methyl chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.24e-05,1.4008e-05,1.4008e-05
"691","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7439-92-1"," lead"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.021e-06,5.1399e-07,5.14e-07
"692","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7439-96-5"," manganese"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",7.66076e-06,2.09404484e-05,1.9280456e-05
"693","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7439-97-6"," mercury"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.06652e-06,1.01187268e-05,9.278732e-06
"694","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-02-0"," nickel"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0001698442,3.8812478e-05,3.797252e-05
"695","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-36-0"," antimony"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.05e-05,1.785e-06,1.785e-06
"696","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-38-2"," arsenic"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.7604e-06,1.3889036e-05,1.276904e-05
"697","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-39-3"," barium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.8e-09,5.192e-09,5.28e-09
"698","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-41-7"," beryllium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.95624e-07,1.008946616e-05,9.2494664e-06
"699","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-43-9"," cadmium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.2e-09,1.298e-09,1.32e-09
"700","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-47-3"," chromium (not vi)"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.6928e-06,2.88952e-07,2.8898e-07
"701","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-48-4"," cobalt"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.2040168e-05,2.04689912e-06,2.0469008e-06
"702","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-50-8"," copper and compounds"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.1817e-06,2.0519403e-05,1.885942e-05
"703","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7440-66-6"," zinc"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.9378e-05,2.336822e-05,2.22488e-05
"704","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 75-01-4"," vinyl chloride"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.436e-05,2.4412e-06,2.4412e-06
"705","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 75-07-0"," acetaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00566,0.0019086,0.0018286
"706","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 75-34-3"," 1,1-dichloroethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.26e-05,3.842e-06,3.842e-06
"707","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 76-13-1"," 1,1,2-trichloro-1,2,2-trifluoroethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.06e-05,5.202e-06,5.202e-06
"708","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7723-14-0"," phosphorus"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.892e-05,3.2164e-06,3.2164e-06
"709","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 7782-49-2"," selenium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.566048e-06,5.063224832e-05,4.64322488e-05
"710","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 78-87-5"," 1,2-dichloropropane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.6e-05,4.42e-06,4.42e-06
"711","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 79-34-5"," 1,1,2,2-tetrachloroethane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.06e-05,8.602e-06,8.602e-06
"712","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 83-32-9"," acenaphthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.22036e-08,7.176124e-09,7.17616e-09
"713","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 85-01-8"," phenanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.2034e-08,2.5559006e-07,2.345904e-07
"714","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 86-73-7"," fluorene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.78856e-08,1.08803104e-07,9.986316e-08
"715","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 91-20-3"," naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00019680122,6.42147198e-05,6.1614732e-05
"716","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 91-57-6"," 2-methyl naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8e-11,2.832e-11,2.88e-11
"717","03-2729","032729Nort","13124 Springwater Road South","Oregon City    ","97045","Oregon City Compressor Station"," 95-47-6"," o-xylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.18e-07,3.706e-08,3.706e-08
"718","03-2754","032754Albe","9450 SE Mangan Dr","Clackamas Or","97015","Safeway Clackamas Bread Plant"," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.2,2947,5894
"719","03-2754","032754Albe","9450 SE Mangan Dr","Clackamas Or","97015","Safeway Clackamas Bread Plant"," 75-07-0"," acetaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.87e-05,846.8,1693.6
"720","03-2754","032754Albe","9450 SE Mangan Dr","Clackamas Or","97015","Safeway Clackamas Bread Plant"," 7783-06-4"," hydrogen sulfide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1e-06,0.045,0.09
"721","03-2777","032777Mile","1516 Main St ","Oregon City","97045","Miles Fiberglass & Plastics Inc.  Building A"," 100-42-5"," styrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,39444,39444
"722","03-2778","032778-1Mi","8855 SE Otty Road","Happy Valley","97086","Miles Fiberglass & Plastics Inc."," 100-42-5"," styrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,34242,34242
"723","03-2778","032778-1Mi","8855 SE Otty Road","Happy Valley","97086","Miles Fiberglass & Plastics Inc."," 80-62-6"," methyl methacrylate"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,51.42,51.42
"724","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 100-41-4"," ethyl benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.4e-05,0.00487808,1.2386304
"725","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 107-02-8"," acrolein"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.28e-05,0.000975616,0.24772608
"726","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0055722,4.1289269,9.902808
"727","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.084107,65.0375435,77.09732
"728","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 115-07-1"," propylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.000756,0.05762232,14.6313216
"729","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 120-12-7"," anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6.62e-08,5.045764e-06,0.00128120832
"730","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00099127,0.677661695,3.269106
"731","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.68e-08,2.042696e-06,0.00051867648
"732","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.6e-08,3.50612e-06,0.0008902656
"733","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.22e-08,1.692084e-06,0.00042964992
"734","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.16e-08,1.646352e-06,0.00041803776
"735","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.88e-08,2.195136e-06,0.00055738368
"736","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00142,0.1082324,27.482112
"737","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.6e-08,3.50612e-06,0.0008902656
"738","03-9507","039507NWNa","10405 S. Barnards Road","Molalla Gate Station","97038","Molalla Gate Station"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.44e-08,3.384168e-06,0.00085929984
