"company_name_storage","company_id_storage","company_type_storage","naics_code_storage","naics_code_description_storage","chemical_name_storage","hazardous_ingredient_storage","average_amount_storage","maximum_amount_storage","storage_method_storage","hazardous_class_description_storage","in_storage","key","address"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","METHYL ALCOHOL","METHYL ALCOHOL","5,000-9,999","10,000-49,999","ABOVEGROUND TANK","Flammable and Combustible Liquid",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","PHENOL","PHENOL","10,000-49,999","50,000-99,999","ABOVEGROUND TANK","Poisonous Material",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","PHENOLIC RESIN","METHYL ETHYL KETONE","10,000-49,999","10,000-49,999","ABOVEGROUND TANK","Flammable and Combustible Liquid",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","POLYVINYL ACETATE","POLYVINYL ACETATE","5,000-9,999","5,000-9,999","TANK INSIDE BUILDING","Flammable Solids",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","AMMONIUM HYDROXIDE","AMMONIA","200-499","500-999","PLASTIC OR NON-METALLIC DRUM","Corrosive Material",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","SODIUM HYDROXIDE 50%","SODIUM HYDROXIDE","5,000-9,999","5,000-9,999","ABOVEGROUND TANK","Acute Health Hazard",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","STANNOUS CHLORIDE","STANNOUS CHLORIDE","500-999","1,000-4,999","FIBER DRUM","Acute Health Hazard",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","TRIETHYLAMINE","TRIETHYLAMINE","5,000-9,999","5,000-9,999","ABOVEGROUND TANK","Flammable and Combustible Liquid",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","UREA","UREA","1,000-4,999","5,000-9,999","BAG","Reactive Material",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","ZELEC UN","PHOSPHATE ESTER","500-999","500-999","STEEL DRUM","Corrosive Material",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","MELAMINE FORMALDEHYDE RESIN","PROPRIETARY","5,000-9,999","5,000-9,999","ABOVEGROUND TANK","Combustible Material",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","BISPHENOL A","4-4-ISOPROPYLIDENEDIPHENOL","5,000-9,999","50,000-99,999","BAG","Combustible Material",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","PHENOLIC RESIN IN METHANOL","METHANOL","10,000-49,999","100,000-249,999","TANK INSIDE BUILDING","Flammable and Combustible Liquid",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","CALCIUM OXIDE","CALCIUM OXIDE","1,000-4,999","5,000-9,999","BAG","Dangerous When Wet",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","HYCAR 26-0688","ETHOXYLATED NONYLPHENOL","1,000-4,999","1,000-4,999","TOTEBIN","Acute Health Hazard",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","ASSORTED RELEASE AGENT","NONE LISTED ON MSDS","500-999","1,000-4,999","TOTEBIN","Miscellaneous Hazardous Material",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","BLEND EMULSION","MORPHOLINE","500-999","500-999","TOTEBIN","Acute Health Hazard",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ARCLIN SURFACES LLC",5585,"MFG OF PHENOLIC RESINS & SATURATED PAPERS",322222,"COATED & LAMINATED PAPER MFG","WIL-PRO OVERLAY PRIMER SIENNA","TITANIUM DIOXIDE","1,000-4,999","5,000-9,999","TOTEBIN","Chronic Health Hazard",1,"26-3009","2301 N COLUMBIA BLVD, PORTLAND, OR 97217"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","EKC265","2-(2-AMINOETHOXY) ETHANOL","200-499","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","EKC652","PROPRIETARY","500-999","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","FLUORINE/KRYPTON/NEON","NEON","1,000-4,999","1,000-4,999","CYLINDER","Non-flammable Gas",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","FLUORINERT FC-3283","PERFLUORO COMPOUNDS","20-49","1,000-4,999","CAN","Miscellaneous Hazardous Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","GRC CANNISTERS","PROPRIETARY BASIC OXIDE MIXTURE","1,000-4,999","1,000-4,999","OTHER","Miscellaneous Hazardous Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","HALOCARBON 116","HEXAFLUOROETHANE","10,000-49,999","10,000-49,999","CYLINDER","Non-flammable Gas",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","HALOCARBON C318","OCTAFLUOROCYCLOBUTANE 100%","50-199","500-999","CYLINDER","Non-flammable Gas",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","IPA 1-SPENT","ISOPROPANOL","1,000-4,999","1,000-4,999","ABOVEGROUND TANK","Flammable and Combustible Liquid",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","ISOPROPANOL","ISOPROPANOL","500-999","5,000-9,999","PLASTIC OR NON-METALLIC DRUM","Flammable and Combustible Liquid",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","KRYPTON/NEON","NEON","1,000-4,999","1,000-4,999","CYLINDER","Non-flammable Gas",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","NITRIC ACID","NITRIC ACID","50-199","200-499","PLASTIC OR NON-METALLIC DRUM","Oxidizers",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","NMD-W DEVELOPER","TETRAMETHYL AMMONIUM HYDROXIDE","1,000-4,999","10,000-49,999","TOTEBIN","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","PHOSPHORIC ACID","PHOSPHORIC ACID","500-999","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Reactive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","PHOSPHORIC ACID SPENT","PHOSPHORIC ACID","1,000-4,999","1,000-4,999","ABOVEGROUND TANK","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","RER 550","ETHYL LACTATE, 2-PENTANONE","1,000-4,999","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Flammable and Combustible Liquid",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","AMMONIUM HYDROXIDE","AMMONIA","200-499","5,000-9,999","STEEL DRUM","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","ROQUEST 6000","IRON SALT","500-999","500-999","PLASTIC OR NON-METALLIC DRUM","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","SILANE","SILANE","10,000-49,999","10,000-49,999","CYLINDER","Flammable Gas",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","SODIUM HYDROXIDE SOLN","SODIUM HYDROXIDE","10,000-49,999","10,000-49,999","ABOVEGROUND TANK","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","ST-250","PROPRIETARY COMPONENT A","200-499","500-999","ABOVEGROUND TANK","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","SULFUR HEXAFLUORIDE","SULFUR HEXAFLUORIDE","500-999","1,000-4,999","CYLINDER","Non-flammable Gas",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","SULFURIC ACID","SULFURIC ACID","10,000-49,999","10,000-49,999","PLASTIC OR NON-METALLIC DRUM","Reactive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","SULFURIC ACID-SPENT","SULFURIC ACID","1,000-4,999","1,000-4,999","ABOVEGROUND TANK","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","AP-820 POLYMER","ANIONIC POLYACRYLAMIDE","200-499","500-999","ABOVEGROUND TANK","Miscellaneous Hazardous Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","TRICHLOROSILANE","TRICHLOROSILANE","10,000-49,999","10,000-49,999","CYLINDER","Flammable and Combustible Liquid",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","WASTE AMMONIUM HYDROXIDE","AMMONIUM HYDROXIDE","500-999","1,000-4,999","ABOVEGROUND TANK","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","WASTE AMMONIUM SULFATE/SULFURIC ACID","AMMONIUM SULFATE","1,000-4,999","5,000-9,999","ABOVEGROUND TANK","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","WASTE CONCENTRATED COPPER","SULFURIC ACID","1,000-4,999","5,000-9,999","TOTEBIN","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","WASTE IPA 2","ISOPROPANOL","1,000-4,999","1,000-4,999","ABOVEGROUND TANK","Flammable and Combustible Liquid",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","WASTE MIXED-SOLVENTS","ISOPROPANOL","1,000-4,999","1,000-4,999","ABOVEGROUND TANK","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","WASTE NEUTRALIZED HF","SODIUM FLUORIDE","10,000-49,999","10,000-49,999","ABOVEGROUND TANK","Poisonous Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","WASTE POTASSIUM HYDROXIDE","POTASSIUM HYDROXIDE","200-499","1,000-4,999","STEEL DRUM","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","EP-C600Y","ALUMINUM OXIDE","50-199","1,000-4,999","CARBOY","Miscellaneous Hazardous Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","MAKE UP SOLUTION 40-10-50","COPPER SULFATE PENTAHYDRATE","500-999","500-999","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","HS-T805-1S","SILICON COMPOUND","50-199","500-999","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","ICUE 600Y","ALUMINUM OXIDE","50-199","500-999","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","CALCIUM CHLORIDE SOLN","CALCIUM CHLORIDE","1,000-4,999","5,000-9,999","ABOVEGROUND TANK","Miscellaneous Hazardous Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","CALCIUM FLUORIDE FILTER CAKE","CALCIUM FLUORIDE","5,000-9,999","10,000-49,999","TOTEBIN","Miscellaneous Hazardous Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","WASTE IPA2 AND GENERAL SOLVENT","ISOPROPANOL","1,000-4,999","5,000-9,999","ABOVEGROUND TANK","Flammable and Combustible Liquid",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","JO ETCH","SULFURIC ACID","50-199","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","NALCO 3DT289","SUBSTITUTED AROMATIC AMINE","200-499","500-999","ABOVEGROUND TANK","Reactive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","CORROSIVE CONTAMINATED DEBRIS","SULFURIC ACID","500-999","1,000-4,999","TOTEBIN","Corrosive Material",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"ON SEMICONDUCTOR",107576,"SEMICONDUCTOR MFG",334413,"SEMICONDUCTOR & RELATED DEVICE MFG","DICALITE","DIATOMACEOUS EARTH","1,000-4,999","1,000-4,999","BAG","Acute Health Hazard",1,"26-0027","23400 NE GLISAN ST, GRESHAM, OR 97030"
"MARUICHI OREGON STEEL TUBE LLC",93157,"MFG STRUCTURAL STEEL TUBING",331111,"IRON & STEEL MILLS","STEEL SHOT","IRON","1,000-4,999","1,000-4,999","STEEL DRUM","Miscellaneous Hazardous Material",1,"26-0054","8735 N HARBORGATE ST, PORTLAND, OR 97203"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","EPICHLOROHYDRIN","EPICHLOROHYDRIN","10,000-49,999","10,000-49,999","ABOVEGROUND TANK","Poisonous Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","FORMIC ACID","FORMIC ACID","1,000-4,999","5,000-9,999","TOTEBIN","Corrosive Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","ADIPIC ACID","ADIPIC ACID","100,000-249,999","250,000-499,999","OTHER","Miscellaneous Hazardous Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","HERCON 115 SIZING","ALUMINUM SULFATE","1,000-4,999","5,000-9,999","TOTEBIN","Acute Health Hazard",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","KYMENE 557-H RESIN","PROPRIETARY","10,000-49,999","50,000-99,999","ABOVEGROUND TANK","Chronic Health Hazard",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","KYMENE 736 RESIN","PROPRIETARY","1,000-4,999","1,000-4,999","TOTEBIN","Chronic Health Hazard",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","MONOAMMONIUM PHOSPHATE","MONOAMMONIUM PHOSPHATE","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","MONOETHANOLAMINE","MONOETHANOLAMINE","500-999","1,000-4,999","TOTEBIN","Combustible Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","N-521 PAC 24","DAZOMET","500-999","1,000-4,999","TOTEBIN","Dangerous When Wet",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","ALUM","ALUMINUM SULFATE","10,000-49,999","10,000-49,999","ABOVEGROUND TANK","Acute Health Hazard",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","PHOSPHORIC ACID 75%","PHOSPHORIC ACID","5,000-9,999","5,000-9,999","TOTEBIN","Reactive Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","POTASSIUM HYDROXIDE 45%","POTASSIUM HYDROXIDE","500-999","1,000-4,999","TOTEBIN","Reactive Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM CITRATE","SODIUM CITRATE","200-499","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM GLUCONATE","SODIUM GLUCONATE","500-999","1,000-4,999","BAG","Combustible Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM HEXAMETAPHOSPHATE","SODIUM HEXAMETAPHOSPHATE","5,000-9,999","10,000-49,999","BAG","Miscellaneous Hazardous Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM HYDROSULFIDE 45%","SODIUM HYDROSULFIDE","1,000-4,999","10,000-49,999","TOTEBIN","Corrosive Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM HYDROXIDE","SODIUM HYDROXIDE","5,000-9,999","10,000-49,999","ABOVEGROUND TANK","Reactive Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM METABISULFATE","SODIUM METABISULFATE","5,000-9,999","5,000-9,999","BAG","Acute Health Hazard",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM METABISULFITE","SODIUM METABISULFITE","5,000-9,999","10,000-49,999","BAG","Acute Health Hazard",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM NITRITE","SODIUM NITRITE","500-999","1,000-4,999","BAG","Oxidizers",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM SULFITE","SODIUM SULFITE","500-999","500-999","BAG","Acute Health Hazard",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SODIUM THIOSULFATE PENTAHYDRATE","SODIUM THIOSULFATE PENTAHYDRATE","10,000-49,999","10,000-49,999","BAG","Miscellaneous Hazardous Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SOYBEAN OIL","SOYBEAN OIL","200-499","500-999","STEEL DRUM","Combustible Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SPECTRUM XD3899","AMMONIUM BROMIDE","5,000-9,999","5,000-9,999","TANK INSIDE BUILDING","Pesticide",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
"SOLENIS LLC",4606,"PAPER CHEMICALS MANUFACTURER",325211,"PLASTICS MATERIAL & RESIN MFG","SULFAMIC ACID","SULFAMIC ACID","200-499","1,000-4,999","BAG","Corrosive Material",1,"26-1814","3366 NW YEON AVE, PORTLAND, OR 97210"
