"","Source.Number","Source.Name","Site.Address","City,.State.Zip","Operating.Status","SIC.Codes","NAICS.Codes","X8","Permit.Number","DEQ.Permit.and.Review","addr","in_deq_permits","FacilityID","FacilityName","BusinessType","NAICS1","NAICSDesc1","NAICS2","NAICSDesc2","ChemicalID","ChemName","HazardousIngredient","AvgAmt","MaxAmt","UnitDesc","StorageType1","HazClass1Desc","HazClass2Desc","in_chem_storage_data","addr_id","key"
"336","26-0189","Apex Anodizing, Inc. Apex Anodizing, Inc.","7116 SE 92ND AVE","PORTLAND, OR 97266-5510",NA,"3471","332813","26","26-0189-26-01","www.portlandcleanair.org/26-0189","7116 SE 92ND AVE, PORTLAND, OR 97266",1,62225,"APEX ANODIZING","ANODIZING",332813,"ELECTROPLATING, PLATING, POLISHING, ANODI",0,"",19943,"NITRIC ACID","NITRIC ACID","200-499","200-499","GALLONS","TANK INSIDE BUILDING","Oxidizers","Corrosive Material",1,969,"26-0189"
"337","26-0189","Apex Anodizing, Inc. Apex Anodizing, Inc.","7116 SE 92ND AVE","PORTLAND, OR 97266-5510",NA,"3471","332813","26","26-0189-26-01","www.portlandcleanair.org/26-0189","7116 SE 92ND AVE, PORTLAND, OR 97266",1,62225,"APEX ANODIZING","ANODIZING",332813,"ELECTROPLATING, PLATING, POLISHING, ANODI",0,"",26788,"SODIUM HYDROXIDE SOLN","SODIUM HYDROXIDE","200-499","500-999","GALLONS","TANK INSIDE BUILDING","Corrosive Material","Acute Health Hazard",1,969,"26-0189"
"338","26-0189","Apex Anodizing, Inc. Apex Anodizing, Inc.","7116 SE 92ND AVE","PORTLAND, OR 97266-5510",NA,"3471","332813","26","26-0189-26-01","www.portlandcleanair.org/26-0189","7116 SE 92ND AVE, PORTLAND, OR 97266",1,62225,"APEX ANODIZING","ANODIZING",332813,"ELECTROPLATING, PLATING, POLISHING, ANODI",0,"",28101,"SULFURIC ACID","SULFURIC ACID","200-499","200-499","GALLONS","TANK INSIDE BUILDING","Reactive Material","Corrosive Material",1,969,"26-0189"
"339","26-0189","Apex Anodizing, Inc. Apex Anodizing, Inc.","7116 SE 92ND AVE","PORTLAND, OR 97266-5510",NA,"3471","332813","26","26-0189-26-01","www.portlandcleanair.org/26-0189","7116 SE 92ND AVE, PORTLAND, OR 97266",1,62225,"APEX ANODIZING","ANODIZING",332813,"ELECTROPLATING, PLATING, POLISHING, ANODI",0,"",7029,"CHROMIC ACID FLAKES","CHROMIUM TRIOXIDE","20-49","20-49","POUNDS","BAG","Poisonous Material","Oxidizers",1,969,"26-0189"
"340","26-0159","Bob Thomas Auto Body ","8752 NE SANDY BLVD","PORTLAND, OR 97220",NA,"7532","811121","27","26-0159-27-01","www.portlandcleanair.org/26-0159","8752 NE SANDY BLVD, PORTLAND, OR 97220",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,"26-0159"
"341","26-0161","Brasher's Auto and Truck Collision Repair ","23585 NE SANDY BLVD","WOOD VILLAGE, OR 97060-9602",NA,"7532","811121","27","26-0161-27-01","www.portlandcleanair.org/26-0161","23585 NE SANDY BLVD, WOOD VILLAGE, OR 97060",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,"26-0161"
"342","26-0164","U-Haul Repair Center ","11711 SE 82ND AVE","PORTLAND, OR 97266",NA,"7532","811121","27","26-0164-27-01","www.portlandcleanair.org/26-0164","11711 SE 82ND AVE, PORTLAND, OR 97266",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,"26-0164"
"343","26-0165","K W Auto Body, Inc. dba Si's Auto Body","6708 NE GLISAN","PORTLAND, OR 97213",NA,"7532","811121","27","26-0165-27-01","www.portlandcleanair.org/26-0165","6708 NE GLISAN, PORTLAND, OR 97213",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,"26-0165"
"344","26-0173","Columbia Sales and Service, Inc. ","8500 N COLUMBIA BLVD","PORTLAND, OR 97203",NA,"7532","811121","27","26-0173-27-01","www.portlandcleanair.org/26-0173","8500 N COLUMBIA BLVD, PORTLAND, OR 97203",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048,"26-0173"
"345","26-0174","Sharp Auto Body and Paint Works, Inc. ","4031 SE 26TH","PORTLAND, OR 97202",NA,"7532","811121","27","26-0174-27-01","www.portlandcleanair.org/26-0174","4031 SE 26TH, PORTLAND, OR 97202",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728,"26-0174"
"346","26-0175","Gateway Body Shop, Inc. ","1418 NE 119TH AVE","PORTLAND, OR 97220-2053",NA,"7532","811121","27","26-0175-27-01","www.portlandcleanair.org/26-0175","1418 NE 119TH AVE, PORTLAND, OR 97220",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,"26-0175"
"347","26-0185","Tom Black's Garage ","2400 NE HOLLADAY ST","PORTLAND, OR 97232-2319",NA,"7532","811121","27","26-0185-27-01","www.portlandcleanair.org/26-0185","2400 NE HOLLADAY ST, PORTLAND, OR 97232",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,"26-0185"
"348","26-0186","East Portland Auto Body, Inc. ","9127 SE STARK ST","PORTLAND, OR 97216-1637",NA,"7532","811121","27","26-0186-27-01","www.portlandcleanair.org/26-0186","9127 SE STARK ST, PORTLAND, OR 97216",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089,"26-0186"
"349","26-0188","Central Auto Body LLC dba John's Landing Auto Body","6805 SW MACADAM AVE","PORTLAND, OR 97219-2313",NA,"7532","811121","27","26-0188-27-01","www.portlandcleanair.org/26-0188","6805 SW MACADAM AVE, PORTLAND, OR 97219",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,"26-0188"
"350","26-0191","Jose Sanchez Jose's Auto Body","10510 SE REEDWAY ST","PORTLAND, OR 97266-4187",NA,"7532","811121","27","26-0191-27-01","www.portlandcleanair.org/26-0191","10510 SE REEDWAY ST, PORTLAND, OR 97266",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,"26-0191"
"351","26-0194","Thompson Auto Body, Inc. ","10310 SE FOSTER RD","PORTLAND, OR 97266-5116",NA,"7532","811121","27","26-0194-27-01","www.portlandcleanair.org/26-0194","10310 SE FOSTER RD, PORTLAND, OR 97266",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"26-0194"
"352","26-0196","ACP Auto Body LLC ","10033 E BURNSIDE ST","PORTLAND, OR 97216-2333",NA,"7532","811121","27","26-0196-27-01","www.portlandcleanair.org/26-0196","10033 E BURNSIDE ST, PORTLAND, OR 97216",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"26-0196"
"353","26-0205","Express Auto Body, Inc. ","801 N LOMBARD ST","PORTLAND, OR 97217-1343",NA,"7532","811121","27","26-0205-27-01","www.portlandcleanair.org/26-0205","801 N LOMBARD ST, PORTLAND, OR 97217",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,"26-0205"
"354","26-0209","Fix Auto Express Gresham ","1300 NE DIVISION ST","GRESHAM, OR 97030-5723",NA,"7532","811121","27","26-0209-27-01","www.portlandcleanair.org/26-0209","1300 NE DIVISION ST, GRESHAM, OR 97030",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,"26-0209"
"355","26-0211","ACME Welding, Inc. ","637 SE SALMON ST","PORTLAND, OR 97214",NA,"7532","811121","27","26-0211-27-01","www.portlandcleanair.org/26-0211","637 SE SALMON ST, PORTLAND, OR 97214",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,"26-0211"
"356","26-0212","Portland Auto LLC ","10000 SE ANKENY ST","PORTLAND, OR 97216",NA,"7532","811121","27","26-0212-27-01","www.portlandcleanair.org/26-0212","10000 SE ANKENY ST, PORTLAND, OR 97216",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"26-0212"
"357","26-0216","Elite Collision LLC ","1925 E POWELL BLVD","GRESHAM, OR 97080-8047",NA,"7532","811121","27","26-0216-27-01","www.portlandcleanair.org/26-0216","1925 E POWELL BLVD, GRESHAM, OR 97080",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,"26-0216"
"358","26-0217","Quality Industrial Refinishers Co. ","901 NE GERTZ RD","PORTLAND, OR 97211-1303",NA,"7532","811121","27","26-0217-27-01","www.portlandcleanair.org/26-0217","901 NE GERTZ RD, PORTLAND, OR 97211",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079,"26-0217"
"359","26-0219","Vanquish Investment Group Pacific Service Center","4030 NE BUFFALO ST","PORTLAND, OR 97211-2112",NA,"7532","811121","27","26-0219-27-01","www.portlandcleanair.org/26-0219","4030 NE BUFFALO ST, PORTLAND, OR 97211",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,"26-0219"
"360","26-0248","Horizon Air Industries ","8070 NE AIRTRANS WAY","PORTLAND, OR 97218-1264",NA,"7532","481111, 811121","27","26-0248-27-01","www.portlandcleanair.org/26-0248","8070 NE AIRTRANS WAY, PORTLAND, OR 97218",1,18777,"HORIZON AIR INDUSTRIES INC","AIRLINE",481111,"SCHEDULED PASSENGER AIR TRANS",488190,"OTHER SUPPORT ACTIVITIES FOR AIR TRANS",15926,"JET A FUEL","KEROSENE","500-999","1,000-4,999","GALLONS","TANK WAGON","Flammable and Combustible Liquid","Acute Health Hazard",1,1028,"26-0248"
"361","26-0248","Horizon Air Industries ","8070 NE AIRTRANS WAY","PORTLAND, OR 97218-1264",NA,"7532","481111, 811121","27","26-0248-27-01","www.portlandcleanair.org/26-0248","8070 NE AIRTRANS WAY, PORTLAND, OR 97218",1,18777,"HORIZON AIR INDUSTRIES INC","AIRLINE",481111,"SCHEDULED PASSENGER AIR TRANS",488190,"OTHER SUPPORT ACTIVITIES FOR AIR TRANS",30904,"USED OIL","LUBRCATING OILS USED","500-999","500-999","GALLONS","ABOVEGROUND TANK","Acute Health Hazard","Chronic Health Hazard",1,1028,"26-0248"
"362","26-9546","Manheim Portland Manheim","3000 N HAYDEN ISLAND DR","PORTLAND, OR 97217-8257",NA,"7532","811121","27","26-9546-27-01","www.portlandcleanair.org/26-9546","3000 N HAYDEN ISLAND DR, PORTLAND, OR 97217",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,"26-9546"
"363","26-0232","Timby's Too LLC Timby's Dipstrip","7510 N DELAWARE AVE","PORTLAND, OR 97217-5774",NA,"2851","811420","28","26-0232-28-01","www.portlandcleanair.org/26-0232","7510 N DELAWARE AVE, PORTLAND, OR 97217",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,995,"26-0232"
"364","26-0167","Aarons Custom Metal Fab, Inc. ","4709 NE 148TH AVE","PORTLAND, OR 97230-3451",NA,"3499","332312, 332999","29","26-0167-29-01","www.portlandcleanair.org/26-0167","4709 NE 148TH AVE, PORTLAND, OR 97230",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,"26-0167"
"365","26-0197","Metal Enterprises, Inc. ","2425 NW 23RD PL","PORTLAND, OR 97210",NA,"7692","811490","29","26-0197-29-01","www.portlandcleanair.org/26-0197","2425 NW 23RD PL, PORTLAND, OR 97210",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,"26-0197"
"366","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",12545,"FLUX","ZINC AMMONIUM CHLORIDE","10,000-49,999","50,000-99,999","POUNDS","BAG","Corrosive Material","",1,238,"26-1865"
"367","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",27776,"STEEL SHOT","IRON","10,000-49,999","10,000-49,999","POUNDS","STEEL DRUM","Miscellaneous Hazardous Material","",1,238,"26-1865"
"368","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",28639,"SYNTHETIC OIL","BUTYL BENZYL PHTHALATE","50,000-99,999","50,000-99,999","GALLONS","TOTEBIN","Combustible Material","",1,238,"26-1865"
"369","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",30904,"USED OIL","LUBRCATING OILS USED","1,000-4,999","1,000-4,999","GALLONS","STEEL DRUM","Acute Health Hazard","Chronic Health Hazard",1,238,"26-1865"
"370","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",32273,"WATER TREATMENT BIOCIDE","SODIUM HYPOCHLORITE","1,000-4,999","5,000-9,999","GALLONS","ABOVEGROUND TANK","Oxidizers","Acute Health Hazard",1,238,"26-1865"
"371","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",32278,"WATER TREATMENT CORROSION INHIBITOR","SODIUM HYDROXIDE","500-999","1,000-4,999","GALLONS","OTHER","Corrosive Material","",1,238,"26-1865"
"372","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",32560,"WELDING WIRE","IRON","50,000-99,999","100,000-249,999","POUNDS","PLASTIC OR NON-METALLIC DRUM","Miscellaneous Hazardous Material","",1,238,"26-1865"
"373","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",56263,"WASTE FLUX","ALUMINUM OXIDE","50,000-99,999","100,000-249,999","POUNDS","OTHER","Miscellaneous Hazardous Material","",1,238,"26-1865"
"374","26-1865","EVRAZ Inc, NA ","14400 N RIVERGATE BLVD","PORTLAND, OR 97203",NA,"3312, 3313, 3398","324199, 331110, 331112, 331221, 332811","31","26-1865-TV-01","www.portlandcleanair.org/26-1865","14400 N RIVERGATE BLVD, PORTLAND, OR 97203",1,17689,"EVRAZ OREGON STEEL","CARBON STEEL PLATE COIL PIPE PRODUCTION",331111,"IRON & STEEL MILLS",0,"",7526,"COATINGS-HIGH ZINC","ZINC","1,000-4,999","5,000-9,999","GALLONS","STEEL DRUM","Flammable and Combustible Liquid","Acute Health Hazard",1,238,"26-1865"
"375","26-1876","Owens-Brockway Glass Container Inc. ","9710 NE Glass Plant Road","PORTLAND, OR 97220",NA,"3221, 4961","221330, 327213","31","26-1876-TV-01","www.portlandcleanair.org/26-1876","9710 NE Glass Plant Road, PORTLAND, OR 97220",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127,"26-1876"
"376","26-2025","Arc Terminals Holdings, LLC Willbridge Asphalt Refinery","5501 NW FRONT AVE","PORTLAND, OR 97210-1115",NA,"2911","324110","31","26-2025-TV-01","www.portlandcleanair.org/26-2025","5501 NW FRONT AVE, PORTLAND, OR 97210",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,"26-2025"
"377","26-2027","Chevron Products Company ","5531 NW DOANE AVE","PORTLAND, OR 97210-3607",NA,"5171","424710","31","26-2027-TV-01","www.portlandcleanair.org/26-2027","5531 NW DOANE AVE, PORTLAND, OR 97210",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855,"26-2027"
"378","26-2028","Kinder Morgan Liquids Terminals LLC Willbridge Terminal","5880 NW ST HELENS RD","PORTLAND, OR 97210-1146",NA,"4226, 4961","221330, 493190","31","26-2028-TV-01","www.portlandcleanair.org/26-2028","5880 NW ST HELENS RD, PORTLAND, OR 97210",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,882,"26-2028"
"379","26-2029","Shore Terminals LLC Nustar","9420 NW SAINT HELENS RD","PORTLAND, OR 97231-1135",NA,"4961, 5171","221330, 424710","31","26-2029-TV-01","www.portlandcleanair.org/26-2029","9420 NW SAINT HELENS RD, PORTLAND, OR 97231",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,"26-2029"
"380","26-2030","BP West Coast Products, LLC ","9930 NW SAINT HELENS RD","PORTLAND, OR 97231-1043",NA,"5171","424710","31","26-2030-TV-01","www.portlandcleanair.org/26-2030","9930 NW SAINT HELENS RD, PORTLAND, OR 97231",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144,"26-2030"
"381","26-2050","Oregon Health Sciences University ","3181 SW SAM JACKSON PARK RD","PORTLAND, OR 97239",NA,"4961, 8221","221330, 611310, 447190","31","26-2050-TV-01","www.portlandcleanair.org/26-2050","3181 SW SAM JACKSON PARK RD, PORTLAND, OR 97239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,"26-2050"
"382","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",11617,"FERRO ZIRCONIUM SILICON","SILICON","1,000-4,999","10,000-49,999","POUNDS","STEEL DRUM","Poisonous Material","Dangerous When Wet",1,440,"26-2068"
"383","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",14793,"HOT TOPPING","ALUMINA","5,000-9,999","5,000-9,999","POUNDS","FIBER DRUM","Chronic Health Hazard","",1,440,"26-2068"
"384","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",14963,"HYDRAULIC OIL","BASE LUBRICATING OILS","500-999","500-999","GALLONS","ABOVEGROUND TANK","Combustible Material","",1,440,"26-2068"
"385","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",17659,"MAGNESITE","MAGNESIUM OXIDE","10,000-49,999","50,000-99,999","POUNDS","BAG","Miscellaneous Hazardous Material","",1,440,"26-2068"
"386","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",17699,"MAGNETITE","IRON OXIDE","10,000-49,999","10,000-49,999","POUNDS","TANK INSIDE BUILDING","Chronic Health Hazard","",1,440,"26-2068"
"387","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",18978,"MOLTEN METALS","MOLTEN ALLOYS","10,000-49,999","50,000-99,999","POUNDS","OTHER","Dangerous When Wet","",1,440,"26-2068"
"388","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",18990,"MOLYBDENUM TRIOXIDE","MOLYBDENUM TRIOXIDE","1,000-4,999","5,000-9,999","POUNDS","OTHER","Miscellaneous Hazardous Material","",1,440,"26-2068"
"389","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",19859,"NICKEL AND NICKEL ALLOYS","NICKEL","10,000-49,999","10,000-49,999","POUNDS","OTHER","Chronic Health Hazard","",1,440,"26-2068"
"390","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",1987,"ALUMINUM ALLOY","ALUMINUM","10,000-49,999","10,000-49,999","POUNDS","OTHER","Miscellaneous Hazardous Material","",1,440,"26-2068"
"391","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",21613,"PEBBLE QUICKLIME","CALCIUM OXIDE","100,000-249,999","1,000,000-2,499,999","POUNDS","SILO","Acute Health Hazard","Chronic Health Hazard",1,440,"26-2068"
"392","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",24403,"REFRACTORY MATERIALS","CRISTOBALITE","10,000-49,999","50,000-99,999","POUNDS","BAG","Chronic Health Hazard","",1,440,"26-2068"
"393","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",28101,"SULFURIC ACID","SULFURIC ACID","20-49","20-49","GALLONS","PLASTIC OR NON-METALLIC DRUM","Reactive Material","Corrosive Material",1,440,"26-2068"
"394","26-2068","ESCO Corporation ","2141 NW 25TH AVE","PORTLAND, OR 97210",NA,"3325","331513","31","26-2068-TV-01","www.portlandcleanair.org/26-2068","2141 NW 25TH AVE, PORTLAND, OR 97210",1,3102,"ESCO CORPORATION","STEEL PRODUCT MFG & DISTRIBUTION",331513,"STEEL FOUNDRIES (EXC INVESTMENT)",0,"",32560,"WELDING WIRE","IRON","5,000-9,999","10,000-49,999","POUNDS","BOX","Miscellaneous Hazardous Material","",1,440,"26-2068"
